Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
17012,31,services,single,secondary,no,24,no,no,cellular,18,jul,135,2,-1,0,unknown,no
17013,29,admin.,single,secondary,no,-194,yes,no,cellular,7,may,127,1,-1,0,unknown,no
17014,60,blue-collar,married,primary,no,674,yes,no,unknown,20,may,273,4,-1,0,unknown,no
17015,39,management,married,tertiary,no,1802,no,no,cellular,20,oct,92,1,336,1,failure,no
17016,55,self-employed,married,secondary,no,39,no,no,unknown,17,jun,20,1,-1,0,unknown,no
17017,35,blue-collar,married,secondary,no,323,yes,no,cellular,13,may,46,1,-1,0,unknown,no
17018,28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,unknown,no
17019,48,unemployed,married,primary,no,1849,yes,no,unknown,2,jun,345,3,-1,0,unknown,no
17020,54,blue-collar,divorced,primary,no,2227,yes,no,unknown,2,jun,45,3,-1,0,unknown,no
17021,53,entrepreneur,married,primary,no,694,yes,no,unknown,14,may,157,1,-1,0,unknown,no
17022,31,blue-collar,single,primary,no,2369,yes,yes,cellular,20,nov,470,2,-1,0,unknown,no
17023,51,management,divorced,tertiary,no,3926,yes,no,cellular,21,jul,208,2,-1,0,unknown,no
17024,40,blue-collar,married,secondary,no,2932,yes,no,unknown,9,jun,22,17,-1,0,unknown,no
17025,46,blue-collar,married,primary,no,174,no,yes,cellular,15,jul,90,1,-1,0,unknown,no
17026,51,unemployed,married,tertiary,no,1801,no,no,cellular,2,jul,82,1,77,3,success,no
17027,36,entrepreneur,married,tertiary,no,2700,no,no,cellular,4,feb,99,3,-1,0,unknown,no
17028,57,retired,divorced,secondary,no,1486,no,no,cellular,23,jul,64,3,-1,0,unknown,no
17029,22,services,single,secondary,no,361,no,no,telephone,7,jun,140,4,367,2,failure,no
17030,42,entrepreneur,married,secondary,no,707,no,no,cellular,1,jun,233,1,348,1,success,no
17031,33,management,married,tertiary,no,32,no,no,cellular,29,aug,27,7,-1,0,unknown,no
17032,53,self-employed,married,tertiary,no,837,no,no,cellular,27,aug,160,4,-1,0,unknown,no
17033,33,technician,married,secondary,no,153,yes,no,unknown,16,may,148,2,-1,0,unknown,no
17034,59,retired,married,primary,no,1427,no,no,unknown,18,jun,140,2,-1,0,unknown,no
17035,54,blue-collar,married,secondary,no,887,yes,no,unknown,19,may,133,1,-1,0,unknown,no
17036,31,blue-collar,single,secondary,no,0,yes,no,unknown,21,may,397,9,-1,0,unknown,no
17037,40,blue-collar,married,primary,no,98,yes,no,unknown,2,jun,193,5,-1,0,unknown,no
17038,49,admin.,married,secondary,no,381,no,no,cellular,5,aug,504,2,-1,0,unknown,no
17039,28,management,single,tertiary,no,187,yes,no,cellular,22,jul,263,2,-1,0,unknown,no
17040,35,blue-collar,married,secondary,no,233,yes,no,cellular,13,may,66,1,176,1,failure,no
17041,36,unemployed,single,primary,no,2562,no,no,unknown,20,jun,489,2,-1,0,unknown,no
17042,63,retired,married,secondary,no,3579,no,no,telephone,11,nov,93,2,-1,0,unknown,no
17043,39,admin.,married,secondary,no,20,yes,no,unknown,7,may,124,2,-1,0,unknown,no
17044,32,admin.,single,secondary,no,725,yes,no,unknown,3,jun,303,1,-1,0,unknown,no
17045,39,blue-collar,married,primary,no,481,yes,no,unknown,29,may,376,1,-1,0,unknown,no
17046,48,management,married,tertiary,no,0,no,no,cellular,28,aug,16,16,-1,0,unknown,no
17047,38,blue-collar,married,primary,no,433,no,no,cellular,20,nov,81,2,136,3,failure,no
17048,40,entrepreneur,married,secondary,no,1349,no,no,cellular,20,nov,82,3,-1,0,unknown,no
17049,37,services,married,secondary,no,3429,yes,yes,cellular,8,may,151,4,171,11,other,no
17050,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no
17051,28,management,single,tertiary,no,4985,yes,no,cellular,28,aug,108,2,-1,0,unknown,no
17052,40,technician,single,tertiary,no,825,yes,no,cellular,20,apr,38,1,335,1,other,no
17053,29,management,single,tertiary,no,0,no,no,cellular,29,jul,99,6,-1,0,unknown,no
17054,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,4,may,32,2,14,1,failure,no
17055,36,technician,married,secondary,no,-8,yes,no,unknown,26,may,180,2,-1,0,unknown,no
17056,38,technician,single,tertiary,no,1619,no,no,unknown,9,jun,324,1,-1,0,unknown,no
17057,41,technician,single,secondary,no,32,yes,no,cellular,7,may,162,1,-1,0,unknown,no
17058,40,management,divorced,tertiary,no,1315,yes,no,cellular,9,apr,466,2,141,5,failure,no
17059,53,blue-collar,married,secondary,no,6112,no,no,cellular,30,apr,211,1,86,1,success,no
17060,52,blue-collar,married,primary,no,4660,no,no,cellular,18,aug,82,3,-1,0,unknown,no
17061,55,technician,married,secondary,no,57,yes,no,unknown,12,jun,331,12,-1,0,unknown,no
17062,50,admin.,divorced,tertiary,no,66,yes,no,cellular,17,nov,77,2,-1,0,unknown,no
17063,58,self-employed,married,tertiary,no,584,yes,no,cellular,14,aug,124,3,-1,0,unknown,no
17064,37,technician,single,secondary,no,670,yes,no,unknown,8,may,78,3,-1,0,unknown,no
17065,37,management,married,tertiary,yes,0,no,no,cellular,17,jul,91,2,-1,0,unknown,no
17066,33,services,single,secondary,no,-198,yes,no,cellular,15,may,256,1,359,3,success,no
17067,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
17068,57,self-employed,married,tertiary,no,894,yes,no,cellular,18,nov,79,1,-1,0,unknown,no
17069,37,admin.,single,secondary,no,862,no,no,cellular,21,jul,152,2,-1,0,unknown,no
17070,27,technician,single,unknown,no,59,no,no,cellular,15,jul,792,4,-1,0,unknown,no
17071,66,admin.,single,secondary,no,10177,no,no,cellular,5,may,272,4,-1,0,unknown,no
17072,44,management,single,secondary,no,1012,no,no,unknown,9,jun,440,1,-1,0,unknown,no
17073,48,services,single,primary,no,848,yes,no,unknown,15,may,98,1,-1,0,unknown,no
17074,57,technician,married,secondary,no,3284,yes,no,unknown,26,may,63,1,-1,0,unknown,no
17075,39,services,single,secondary,no,1048,yes,no,cellular,15,jun,108,1,32,1,failure,no
17076,37,self-employed,married,secondary,no,8230,yes,no,cellular,17,nov,51,1,-1,0,unknown,no
17077,44,management,married,tertiary,no,677,yes,no,unknown,12,jun,130,2,-1,0,unknown,no
17078,29,technician,single,secondary,no,70,yes,yes,cellular,14,may,400,2,-1,0,unknown,no
17079,36,management,married,tertiary,no,530,no,no,unknown,20,jun,221,3,-1,0,unknown,no
17080,60,technician,divorced,tertiary,no,-317,yes,no,unknown,27,may,498,1,-1,0,unknown,no
17081,34,blue-collar,married,secondary,no,0,yes,no,unknown,12,may,111,2,-1,0,unknown,no
17082,35,blue-collar,single,secondary,no,68,yes,no,cellular,12,may,334,1,347,6,failure,no
17083,34,admin.,married,secondary,no,2378,yes,yes,telephone,10,jul,92,1,-1,0,unknown,no
17084,30,technician,single,secondary,no,160,no,no,cellular,14,aug,90,2,-1,0,unknown,no
17085,58,unknown,married,unknown,no,0,no,no,unknown,11,jun,464,2,-1,0,unknown,no
17086,53,technician,married,secondary,no,5797,yes,no,cellular,3,feb,267,4,-1,0,unknown,no
17087,42,services,married,primary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,no
17088,58,retired,divorced,secondary,no,1080,yes,no,cellular,29,jul,1058,2,-1,0,unknown,yes
17089,26,blue-collar,single,secondary,no,381,yes,no,unknown,26,may,504,2,-1,0,unknown,no
17090,29,blue-collar,single,primary,no,365,yes,yes,unknown,7,may,245,2,-1,0,unknown,no
17091,53,unemployed,divorced,secondary,no,0,no,no,unknown,20,jun,101,2,-1,0,unknown,no
17092,41,admin.,married,secondary,no,549,yes,no,cellular,8,may,326,4,-1,0,unknown,no
17093,46,blue-collar,single,primary,no,355,yes,no,unknown,13,may,320,1,-1,0,unknown,no
17094,43,technician,married,secondary,no,90,yes,no,cellular,17,apr,54,2,-1,0,unknown,no
17095,52,admin.,married,secondary,no,692,yes,no,cellular,12,aug,129,9,-1,0,unknown,no
17096,40,admin.,married,secondary,no,7711,yes,no,cellular,20,nov,190,5,135,1,failure,no
17097,45,management,married,secondary,no,1098,no,no,cellular,4,aug,75,1,-1,0,unknown,no
17098,36,blue-collar,married,primary,no,8135,yes,no,unknown,20,may,522,1,-1,0,unknown,no
17099,46,management,married,tertiary,no,5261,no,no,cellular,2,feb,215,1,-1,0,unknown,no
17100,59,self-employed,married,tertiary,no,1059,no,no,cellular,29,aug,103,2,-1,0,unknown,no
17101,48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no
17102,31,admin.,single,primary,no,-263,yes,no,unknown,3,jun,208,1,-1,0,unknown,no
17103,40,technician,married,secondary,no,1716,yes,no,cellular,12,aug,226,8,-1,0,unknown,no
17104,38,services,married,secondary,no,-349,yes,no,cellular,20,apr,111,2,328,5,failure,no
17105,36,admin.,divorced,secondary,no,131,yes,no,unknown,6,may,153,1,-1,0,unknown,no
17106,46,self-employed,married,primary,no,49,no,no,cellular,27,aug,197,6,-1,0,unknown,no
17107,36,services,single,secondary,no,80,no,yes,cellular,17,jul,258,1,-1,0,unknown,no
17108,53,management,married,unknown,no,12001,no,no,unknown,6,jun,207,1,-1,0,unknown,no
17109,44,technician,married,secondary,no,-199,no,no,cellular,28,jan,692,2,247,3,failure,no
17110,59,technician,single,secondary,no,571,no,yes,unknown,2,aug,25,1,-1,0,unknown,no
17111,29,management,single,unknown,no,560,no,no,cellular,6,jul,212,1,92,2,success,no
17112,38,blue-collar,single,secondary,no,711,yes,no,cellular,24,feb,254,5,140,1,other,no
17113,51,entrepreneur,married,tertiary,no,-267,yes,no,cellular,9,jul,42,1,-1,0,unknown,no
17114,72,retired,married,secondary,no,6253,no,no,telephone,7,sep,456,1,-1,0,unknown,no
17115,34,technician,divorced,secondary,no,0,yes,yes,cellular,20,apr,110,3,269,2,other,no
17116,34,services,married,secondary,no,24,yes,no,unknown,28,may,124,1,-1,0,unknown,no
17117,28,blue-collar,married,secondary,no,1325,yes,no,cellular,15,may,242,1,-1,0,unknown,no
17118,55,retired,divorced,tertiary,no,816,no,no,cellular,18,nov,113,3,-1,0,unknown,no
17119,36,management,married,tertiary,no,763,no,no,cellular,2,feb,50,1,-1,0,unknown,no
17120,35,admin.,single,secondary,no,163,yes,no,unknown,12,jun,483,1,-1,0,unknown,no
17121,32,unemployed,single,primary,no,1429,no,no,cellular,8,mar,150,4,-1,0,unknown,no
17122,29,management,married,tertiary,no,204,yes,no,cellular,5,feb,307,2,-1,0,unknown,no
17123,31,student,single,secondary,no,430,no,no,cellular,5,feb,129,4,-1,0,unknown,no
17124,58,management,divorced,tertiary,no,4256,no,no,cellular,22,may,121,1,-1,0,unknown,no
17125,53,self-employed,married,tertiary,no,4397,yes,no,unknown,12,jun,252,1,-1,0,unknown,no
17126,45,management,single,tertiary,no,871,no,no,cellular,17,jul,230,5,-1,0,unknown,no
17127,32,technician,single,tertiary,no,502,yes,no,telephone,20,nov,442,4,-1,0,unknown,no
17128,44,services,married,tertiary,no,510,yes,no,unknown,5,may,421,4,-1,0,unknown,no
17129,59,management,married,tertiary,no,3969,no,no,cellular,18,nov,464,3,-1,0,unknown,no
17130,41,services,divorced,secondary,no,-376,yes,no,cellular,2,feb,421,3,238,9,other,no
17131,37,management,single,tertiary,no,808,no,no,cellular,5,may,29,4,349,1,failure,no
17132,51,blue-collar,divorced,primary,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no
17133,30,management,single,tertiary,no,20261,yes,no,cellular,28,aug,81,10,-1,0,unknown,no
17134,30,technician,single,tertiary,no,1646,no,no,cellular,12,oct,251,3,98,6,other,no
17135,37,blue-collar,married,primary,no,0,yes,no,unknown,19,jun,129,3,-1,0,unknown,no
17136,55,unemployed,married,tertiary,no,457,yes,no,unknown,5,jun,61,3,-1,0,unknown,no
17137,41,technician,married,secondary,no,1602,yes,no,cellular,2,jun,142,1,-1,0,unknown,no
17138,34,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,961,1,-1,0,unknown,yes
17139,59,admin.,married,secondary,no,479,no,no,unknown,18,jun,326,1,-1,0,unknown,no
17140,46,unknown,married,unknown,no,300,yes,no,unknown,16,may,323,3,-1,0,unknown,no
17141,33,management,single,tertiary,no,171,yes,no,cellular,17,jul,71,1,-1,0,unknown,no
17142,42,blue-collar,married,secondary,no,366,yes,no,cellular,5,feb,150,1,-1,0,unknown,no
17143,42,blue-collar,married,secondary,no,103,no,no,unknown,11,jun,95,2,-1,0,unknown,no
17144,46,blue-collar,married,secondary,no,425,yes,no,unknown,6,jun,168,3,-1,0,unknown,no
17145,51,admin.,married,secondary,no,-895,yes,no,cellular,20,apr,104,5,-1,0,unknown,no
17146,32,blue-collar,married,primary,no,3314,yes,no,cellular,21,nov,330,2,-1,0,unknown,no
17147,44,blue-collar,married,secondary,no,701,no,yes,unknown,3,jul,269,2,-1,0,unknown,no
17148,33,blue-collar,married,secondary,no,88,yes,no,unknown,9,may,57,2,-1,0,unknown,no
17149,50,management,married,tertiary,no,4904,yes,no,unknown,15,may,438,2,-1,0,unknown,no
17150,52,technician,married,unknown,no,0,yes,no,cellular,17,nov,136,1,-1,0,unknown,no
17151,56,management,married,tertiary,no,-1493,no,yes,cellular,28,jul,119,4,-1,0,unknown,no
17152,40,blue-collar,married,primary,no,303,no,no,unknown,30,may,104,6,-1,0,unknown,no
17153,47,self-employed,married,tertiary,no,1917,no,no,unknown,20,jun,39,2,-1,0,unknown,no
17154,30,admin.,single,secondary,no,186,yes,no,cellular,13,may,390,1,-1,0,unknown,no
17155,50,management,divorced,tertiary,no,-5,yes,no,cellular,5,feb,1118,1,8,1,other,no
17156,38,technician,married,secondary,no,511,yes,no,cellular,20,apr,190,2,342,4,failure,no
17157,35,services,married,secondary,no,372,yes,no,cellular,11,jul,230,1,-1,0,unknown,no
17158,34,blue-collar,married,primary,no,-20,yes,no,unknown,2,jun,920,2,-1,0,unknown,no
17159,49,blue-collar,married,primary,no,67,no,yes,cellular,13,aug,269,4,-1,0,unknown,no
17160,25,services,married,secondary,no,51,yes,yes,cellular,7,may,159,2,357,2,failure,no
17161,35,technician,married,secondary,no,128,no,yes,cellular,29,jan,456,1,205,2,other,no
17162,54,technician,married,tertiary,no,4582,yes,no,unknown,15,may,165,1,-1,0,unknown,no
17163,34,technician,single,tertiary,no,612,no,no,cellular,25,may,91,1,-1,0,unknown,no
17164,41,blue-collar,married,primary,no,-692,yes,no,cellular,8,jul,125,2,-1,0,unknown,no
17165,49,technician,married,secondary,no,702,no,no,telephone,22,aug,145,7,-1,0,unknown,no
17166,31,blue-collar,single,secondary,no,369,yes,yes,unknown,27,may,30,8,-1,0,unknown,no
17167,44,blue-collar,single,secondary,no,633,yes,no,unknown,13,may,1032,1,-1,0,unknown,no
17168,58,unemployed,single,primary,no,278,no,no,unknown,16,jun,1009,5,-1,0,unknown,no
17169,27,blue-collar,single,secondary,no,14,no,no,unknown,14,may,72,2,-1,0,unknown,no
17170,44,blue-collar,married,secondary,no,476,no,no,cellular,14,jul,173,6,-1,0,unknown,no
17171,27,services,single,secondary,no,150,no,no,cellular,13,apr,81,3,-1,0,unknown,no
17172,37,housemaid,married,tertiary,no,166,yes,no,cellular,12,may,132,1,-1,0,unknown,no
17173,69,retired,married,unknown,no,647,no,no,telephone,27,mar,199,1,-1,0,unknown,no
17174,76,retired,married,secondary,no,2302,no,no,telephone,10,nov,345,2,-1,0,unknown,no
17175,40,management,married,tertiary,no,373,yes,yes,unknown,13,may,518,1,-1,0,unknown,no
17176,56,blue-collar,married,primary,no,1399,yes,no,unknown,12,may,80,4,-1,0,unknown,no
17177,36,housemaid,married,tertiary,no,147,yes,yes,cellular,25,jul,1269,1,-1,0,unknown,no
17178,32,blue-collar,single,primary,no,18,yes,yes,cellular,6,may,305,1,-1,0,unknown,no
17179,39,services,married,secondary,no,1442,no,no,cellular,22,apr,70,3,-1,0,unknown,no
17180,50,technician,married,secondary,no,-568,yes,yes,unknown,28,may,860,2,-1,0,unknown,no
17181,50,admin.,married,secondary,no,311,yes,yes,unknown,18,jun,417,3,-1,0,unknown,no
17182,42,blue-collar,married,unknown,no,149,yes,no,telephone,23,jul,329,3,-1,0,unknown,no
17183,39,admin.,divorced,secondary,no,442,yes,no,cellular,2,feb,204,2,257,2,other,no
17184,30,management,single,tertiary,no,55,no,no,cellular,21,aug,132,1,-1,0,unknown,no
17185,29,admin.,single,tertiary,no,422,yes,no,cellular,7,may,103,1,363,1,failure,no
17186,33,management,single,secondary,no,-85,yes,no,cellular,18,jul,96,1,-1,0,unknown,no
17187,27,blue-collar,single,tertiary,no,1372,no,no,cellular,21,jul,230,1,-1,0,unknown,no
17188,32,blue-collar,single,secondary,no,338,yes,no,unknown,13,may,73,3,-1,0,unknown,no
17189,46,management,married,tertiary,no,385,yes,no,unknown,29,may,52,4,-1,0,unknown,no
17190,39,technician,married,tertiary,no,11766,yes,no,cellular,14,aug,313,4,102,5,failure,no
17191,54,management,divorced,tertiary,no,787,no,no,cellular,6,aug,90,2,-1,0,unknown,no
17192,34,technician,single,secondary,no,202,yes,no,cellular,21,aug,114,2,-1,0,unknown,no
17193,34,unknown,married,unknown,no,164,no,no,cellular,4,aug,119,2,-1,0,unknown,no
17194,40,management,married,secondary,no,752,no,yes,unknown,17,jun,717,1,-1,0,unknown,no
17195,27,services,single,secondary,no,814,yes,no,cellular,7,may,62,2,-1,0,unknown,no
17196,47,blue-collar,married,primary,no,0,yes,no,unknown,15,may,30,1,-1,0,unknown,no
17197,36,management,divorced,tertiary,no,3611,yes,no,unknown,4,jun,347,3,-1,0,unknown,no
17198,44,management,married,tertiary,no,612,yes,no,unknown,29,may,88,2,-1,0,unknown,no
17199,27,blue-collar,single,secondary,no,-247,no,yes,cellular,22,jul,264,1,-1,0,unknown,no
17200,51,unemployed,married,primary,no,1162,yes,no,cellular,25,jul,2015,1,-1,0,unknown,yes
17201,31,student,single,tertiary,no,4951,no,no,cellular,28,jun,150,3,-1,0,unknown,no
17202,35,management,single,tertiary,no,4,yes,no,unknown,30,may,449,1,-1,0,unknown,no
17203,31,management,married,tertiary,no,91,no,no,unknown,27,may,145,2,-1,0,unknown,no
17204,45,blue-collar,married,primary,no,2388,no,no,cellular,11,aug,317,2,-1,0,unknown,no
17205,34,management,single,tertiary,no,0,yes,yes,cellular,26,may,197,2,98,1,other,no
17206,30,management,married,tertiary,no,101,yes,no,cellular,17,nov,348,1,123,1,failure,no
17207,44,technician,divorced,secondary,no,0,yes,yes,cellular,14,aug,388,2,-1,0,unknown,no
17208,48,management,married,primary,no,312,no,no,cellular,29,jul,1186,4,-1,0,unknown,no
17209,39,management,single,tertiary,no,375,yes,no,unknown,8,may,66,2,-1,0,unknown,no
17210,40,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,145,1,-1,0,unknown,no
17211,48,admin.,married,secondary,no,2235,yes,yes,unknown,15,may,755,2,-1,0,unknown,no
17212,36,technician,married,secondary,no,474,yes,no,unknown,27,may,59,1,-1,0,unknown,no
17213,42,blue-collar,married,secondary,no,388,yes,yes,unknown,16,may,437,2,-1,0,unknown,no
17214,52,unknown,married,unknown,no,1317,no,no,unknown,12,jun,58,1,-1,0,unknown,no
17215,38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure,no
17216,39,admin.,single,secondary,no,0,no,yes,unknown,19,jun,142,1,-1,0,unknown,no
17217,33,blue-collar,married,primary,no,0,yes,no,cellular,20,nov,173,1,-1,0,unknown,no
17218,33,blue-collar,married,secondary,no,2254,yes,no,cellular,17,apr,130,1,148,1,failure,no
17219,34,blue-collar,married,secondary,no,699,yes,yes,cellular,31,jul,576,10,-1,0,unknown,no
17220,29,admin.,divorced,secondary,no,1320,yes,yes,unknown,8,may,489,1,-1,0,unknown,no
17221,33,admin.,married,secondary,no,353,yes,no,cellular,19,nov,107,2,-1,0,unknown,no
17222,35,management,married,tertiary,no,0,yes,no,cellular,20,nov,197,4,30,1,failure,no
17223,45,self-employed,married,tertiary,no,125,no,no,cellular,29,jan,304,2,-1,0,unknown,no
17224,57,self-employed,single,secondary,no,3277,no,no,unknown,5,jun,127,4,-1,0,unknown,no
17225,54,management,married,tertiary,no,1258,no,no,cellular,28,aug,153,14,-1,0,unknown,no
17226,30,technician,married,tertiary,no,3418,no,no,cellular,25,aug,211,7,-1,0,unknown,no
17227,33,blue-collar,married,primary,no,754,yes,no,unknown,21,may,811,2,-1,0,unknown,no
17228,43,unemployed,married,primary,no,9,yes,yes,cellular,6,may,472,1,-1,0,unknown,no
17229,26,technician,divorced,tertiary,no,-70,no,yes,unknown,1,jul,1992,2,-1,0,unknown,no
17230,32,blue-collar,single,secondary,no,0,no,no,cellular,23,jul,271,6,-1,0,unknown,no
17231,48,technician,married,secondary,no,504,no,yes,cellular,6,aug,227,3,-1,0,unknown,no
17232,44,management,married,tertiary,no,332,yes,no,cellular,23,jul,497,5,-1,0,unknown,no
